,date,year,month,day,tmin(°C),tmax(°C),tavg(°C),precipitaciones(mm)
11923,1991-01-11,1991,1,11,21.7,27.6,24.7,0.0
11924,1991-01-12,1991,1,12,17.9,30.8,24.4,0.0
11925,1991-01-13,1991,1,13,17.5,32.0,24.5,0.0
11926,1991-01-14,1991,1,14,19.5,32.4,25.3,0.0
11928,1991-01-16,1991,1,16,14.0,26.3,19.8,2.0
11929,1991-01-17,1991,1,17,14.1,31.2,23.2,0.0
11931,1991-01-19,1991,1,19,18.2,33.5,25.6,0.0
11932,1991-01-20,1991,1,20,19.3,30.5,25.2,0.0
11933,1991-01-21,1991,1,21,15.9,27.5,21.4,0.0
11934,1991-01-22,1991,1,22,15.8,33.2,24.6,0.0
11935,1991-01-23,1991,1,23,19.3,32.8,26.5,0.0
11936,1991-01-24,1991,1,24,21.3,32.0,26.7,0.0
11937,1991-01-25,1991,1,25,18.9,34.6,26.3,0.0
11938,1991-01-26,1991,1,26,19.9,34.8,26.8,0.0
11939,1991-01-27,1991,1,27,19.1,35.0,27.2,0.0
11940,1991-01-28,1991,1,28,19.1,31.5,25.4,0.0
11941,1991-01-29,1991,1,29,11.8,27.3,18.8,0.0
11942,1991-01-30,1991,1,30,13.7,28.0,21.7,0.0
11944,1991-02-01,1991,2,1,15.7,33.3,24.1,0.0
11945,1991-02-02,1991,2,2,17.8,33.2,26.4,0.0
11946,1991-02-03,1991,2,3,17.6,36.6,27.2,0.0
11947,1991-02-04,1991,2,4,20.8,30.4,25.7,0.0
11948,1991-02-05,1991,2,5,18.2,29.7,23.1,0.0
11951,1991-02-08,1991,2,8,20.2,32.5,26.4,0.0
11952,1991-02-09,1991,2,9,16.2,34.3,23.9,0.5
11953,1991-02-10,1991,2,10,21.4,29.6,25.9,0.0
11956,1991-02-13,1991,2,13,14.9,20.2,17.2,2.0
11957,1991-02-14,1991,2,14,14.8,24.2,18.7,0.0
11960,1991-02-17,1991,2,17,14.8,29.5,22.4,8.9
11961,1991-02-18,1991,2,18,16.2,32.4,25.0,0.0
11965,1991-02-22,1991,2,22,20.3,30.7,25.2,0.0
11966,1991-02-23,1991,2,23,19.7,34.9,26.8,0.0
11967,1991-02-24,1991,2,24,17.7,35.4,26.6,0.0
11971,1991-02-28,1991,2,28,17.5,30.5,24.2,0.0
11972,1991-03-01,1991,3,1,18.2,30.5,22.7,0.0
11973,1991-03-02,1991,3,2,15.1,31.0,23.3,0.0
11974,1991-03-03,1991,3,3,19.5,30.0,24.6,0.0
11977,1991-03-06,1991,3,6,18.6,35.0,26.6,0.0
11978,1991-03-07,1991,3,7,17.2,29.1,24.3,0.0
11979,1991-03-08,1991,3,8,17.8,26.5,22.8,0.0
11980,1991-03-09,1991,3,9,19.7,23.5,21.3,0.0
11981,1991-03-10,1991,3,10,19.3,24.0,21.3,0.0
11982,1991-03-11,1991,3,11,17.4,31.5,23.7,0.0
11984,1991-03-13,1991,3,13,16.2,25.9,20.8,0.3
11985,1991-03-14,1991,3,14,13.3,29.8,20.4,0.0
11986,1991-03-15,1991,3,15,12.6,29.1,21.3,0.3
11987,1991-03-16,1991,3,16,14.8,32.1,23.7,0.0
11989,1991-03-18,1991,3,18,16.5,35.7,26.1,0.0
11991,1991-03-20,1991,3,20,14.3,25.0,19.7,0.0
11992,1991-03-21,1991,3,21,12.5,29.0,20.5,0.0
11993,1991-03-22,1991,3,22,14.9,31.7,23.3,0.0
11994,1991-03-23,1991,3,23,17.7,31.7,24.3,0.0
11996,1991-03-25,1991,3,25,18.8,28.6,24.3,0.0
11997,1991-03-26,1991,3,26,18.6,21.8,20.4,0.0
11998,1991-03-27,1991,3,27,17.8,27.0,21.4,0.3
11999,1991-03-28,1991,3,28,18.2,29.5,23.4,0.0
12000,1991-03-29,1991,3,29,15.2,29.3,22.4,0.0
12002,1991-03-31,1991,3,31,9.9,26.1,17.3,0.0
12004,1991-04-02,1991,4,2,16.9,21.7,18.9,0.0
12005,1991-04-03,1991,4,3,12.1,18.3,14.6,0.3
12006,1991-04-04,1991,4,4,11.7,21.0,14.3,0.0
12007,1991-04-05,1991,4,5,14.1,22.1,17.4,0.0
12008,1991-04-06,1991,4,6,12.7,29.1,20.4,0.0
12009,1991-04-07,1991,4,7,12.8,30.0,20.5,0.0
12010,1991-04-08,1991,4,8,11.5,25.5,19.5,0.0
12012,1991-04-10,1991,4,10,14.3,25.0,20.3,0.0
12013,1991-04-11,1991,4,11,15.8,20.1,18.3,0.0
12014,1991-04-12,1991,4,12,14.1,19.6,16.7,0.0
12015,1991-04-13,1991,4,13,10.2,24.1,17.3,0.0
12016,1991-04-14,1991,4,14,12.6,24.7,17.9,0.0
12017,1991-04-15,1991,4,15,11.7,28.9,19.5,0.0
12019,1991-04-17,1991,4,17,9.2,19.1,13.9,0.0
12020,1991-04-18,1991,4,18,5.1,15.8,10.7,0.0
12021,1991-04-19,1991,4,19,3.7,21.9,11.7,0.0
12023,1991-04-21,1991,4,21,6.9,25.7,16.3,0.0
12025,1991-04-23,1991,4,23,11.7,25.1,18.6,0.0
12026,1991-04-24,1991,4,24,8.7,27.2,15.6,0.0
12027,1991-04-25,1991,4,25,10.2,26.9,21.7,0.0
12028,1991-04-26,1991,4,26,11.4,26.7,18.3,0.0
12030,1991-04-28,1991,4,28,13.7,23.3,19.0,0.0
12031,1991-04-29,1991,4,29,16.2,22.6,19.4,0.0
12032,1991-04-30,1991,4,30,12.6,20.5,17.4,0.0
12035,1991-05-03,1991,5,3,10.5,17.5,13.6,0.0
12037,1991-05-05,1991,5,5,1.3,19.5,9.9,0.0
12040,1991-05-08,1991,5,8,6.2,21.5,13.1,0.0
12041,1991-05-09,1991,5,9,5.3,21.5,13.6,0.0
12042,1991-05-10,1991,5,10,6.4,24.0,14.7,0.0
12043,1991-05-11,1991,5,11,10.3,21.5,14.4,0.0
12044,1991-05-12,1991,5,12,9.0,18.0,14.7,2.0
12045,1991-05-13,1991,5,13,5.7,20.7,12.0,0.0
12046,1991-05-14,1991,5,14,4.3,19.7,11.8,0.0
12047,1991-05-15,1991,5,15,5.5,21.0,12.6,0.0
12050,1991-05-18,1991,5,18,12.1,20.9,15.6,0.0
12051,1991-05-19,1991,5,19,9.1,15.4,11.7,3.0
12052,1991-05-20,1991,5,20,8.1,13.7,10.8,0.0
12053,1991-05-21,1991,5,21,3.0,19.2,10.5,0.0
12054,1991-05-22,1991,5,22,4.6,20.8,12.8,0.0
12055,1991-05-23,1991,5,23,5.7,22.0,13.5,0.0
12057,1991-05-25,1991,5,25,7.8,19.8,13.2,0.0
12058,1991-05-26,1991,5,26,8.3,23.0,14.4,0.0
12059,1991-05-27,1991,5,27,10.7,24.3,16.8,0.0
12060,1991-05-28,1991,5,28,14.2,29.2,21.2,0.0
12062,1991-05-30,1991,5,30,5.2,16.5,10.3,0.0
12063,1991-05-31,1991,5,31,7.0,13.2,8.8,0.0
12064,1991-06-01,1991,6,1,6.3,13.0,9.8,0.0
12065,1991-06-02,1991,6,2,9.6,14.2,11.1,0.0
12066,1991-06-03,1991,6,3,5.9,10.2,8.6,0.0
12067,1991-06-04,1991,6,4,0.5,17.4,8.3,0.0
12068,1991-06-05,1991,6,5,2.5,12.7,8.8,0.0
12069,1991-06-06,1991,6,6,3.6,9.3,6.8,0.0
12071,1991-06-08,1991,6,8,0.2,11.4,5.2,0.0
12072,1991-06-09,1991,6,9,-1.0,16.0,6.8,0.0
12073,1991-06-10,1991,6,10,0.3,18.6,9.6,0.0
12074,1991-06-11,1991,6,11,2.0,20.6,11.3,0.0
12075,1991-06-12,1991,6,12,4.0,17.8,10.9,0.0
12076,1991-06-13,1991,6,13,3.7,17.4,9.9,0.0
12077,1991-06-14,1991,6,14,3.6,19.2,10.5,0.0
12083,1991-06-20,1991,6,20,0.7,14.6,7.7,0.0
12085,1991-06-22,1991,6,22,2.0,14.5,8.1,0.0
12087,1991-06-24,1991,6,24,1.3,15.6,7.8,0.0
12088,1991-06-25,1991,6,25,0.5,13.5,7.1,0.0
12089,1991-06-26,1991,6,26,6.8,18.3,11.7,0.0
12090,1991-06-27,1991,6,27,2.3,17.8,10.3,0.0
12091,1991-06-28,1991,6,28,2.8,18.3,9.6,0.0
12092,1991-06-29,1991,6,29,2.4,19.5,10.3,0.0
12093,1991-06-30,1991,6,30,2.6,19.6,10.6,0.0
12094,1991-07-01,1991,7,1,3.4,22.9,11.5,0.0
12095,1991-07-02,1991,7,2,7.3,17.5,12.6,0.0
12096,1991-07-03,1991,7,3,6.7,11.7,9.5,0.0
12097,1991-07-04,1991,7,4,4.7,8.3,6.6,0.0
12099,1991-07-06,1991,7,6,1.3,16.3,7.8,0.0
12101,1991-07-08,1991,7,8,2.6,18.3,9.4,0.0
12102,1991-07-09,1991,7,9,8.9,14.1,11.3,0.5
12105,1991-07-12,1991,7,12,1.9,3.8,2.7,0.5
12106,1991-07-13,1991,7,13,1.6,8.0,4.0,0.0
12107,1991-07-14,1991,7,14,-1.5,9.1,3.0,0.0
12108,1991-07-15,1991,7,15,0.2,11.9,5.9,0.0
12109,1991-07-16,1991,7,16,-0.9,13.2,5.9,0.0
12111,1991-07-18,1991,7,18,1.4,15.9,8.3,0.0
12112,1991-07-19,1991,7,19,5.1,13.8,10.2,0.0
12114,1991-07-21,1991,7,21,1.7,11.9,6.3,0.3
12115,1991-07-22,1991,7,22,-0.5,11.5,5.8,0.0
12116,1991-07-23,1991,7,23,0.5,15.0,3.7,0.0
12117,1991-07-24,1991,7,24,1.0,18.2,11.3,0.0
12118,1991-07-25,1991,7,25,3.2,19.9,10.6,0.0
12119,1991-07-26,1991,7,26,3.5,20.0,11.6,0.0
12120,1991-07-27,1991,7,27,4.5,18.5,12.4,0.0
12122,1991-07-29,1991,7,29,5.6,14.6,9.6,0.0
12124,1991-07-31,1991,7,31,1.3,16.3,8.1,51.1
12125,1991-08-01,1991,8,1,-2.9,9.3,2.5,0.0
12126,1991-08-02,1991,8,2,-3.3,10.8,5.4,0.0
12129,1991-08-05,1991,8,5,-0.3,14.4,6.9,0.0
12130,1991-08-06,1991,8,6,1.7,16.5,8.4,0.0
12131,1991-08-07,1991,8,7,3.2,15.4,8.7,0.0
12132,1991-08-08,1991,8,8,5.0,10.1,7.4,0.0
12133,1991-08-09,1991,8,9,2.5,9.9,5.4,0.0
12135,1991-08-11,1991,8,11,-2.1,13.7,4.9,0.0
12137,1991-08-13,1991,8,13,2.5,18.0,10.0,0.0
12138,1991-08-14,1991,8,14,3.7,20.4,11.1,0.0
12140,1991-08-16,1991,8,16,12.5,18.5,16.2,0.0
12141,1991-08-17,1991,8,17,10.7,16.2,12.7,0.0
12142,1991-08-18,1991,8,18,0.7,20.9,10.2,0.0
12145,1991-08-21,1991,8,21,6.6,16.5,12.4,0.0
12146,1991-08-22,1991,8,22,8.3,18.6,13.4,9.9
12147,1991-08-23,1991,8,23,5.8,18.4,12.1,0.0
12148,1991-08-24,1991,8,24,8.2,20.2,13.6,0.0
12149,1991-08-25,1991,8,25,8.1,22.0,15.6,0.0
12150,1991-08-26,1991,8,26,9.1,20.8,14.9,0.0
12152,1991-08-28,1991,8,28,7.8,25.0,16.0,0.0
12153,1991-08-29,1991,8,29,10.6,25.2,16.9,51.1
12154,1991-08-30,1991,8,30,7.0,20.8,15.9,0.0
12155,1991-08-31,1991,8,31,5.2,7.6,6.8,0.0
12156,1991-09-01,1991,9,1,3.1,6.3,4.8,0.0
12157,1991-09-02,1991,9,2,0.6,18.1,7.4,0.0
12160,1991-09-05,1991,9,5,7.3,17.8,12.4,5.1
12161,1991-09-06,1991,9,6,3.6,17.7,10.3,10.9
12162,1991-09-07,1991,9,7,7.1,18.8,13.3,0.0
12163,1991-09-08,1991,9,8,9.1,22.6,16.1,0.0
12164,1991-09-09,1991,9,9,8.7,24.0,16.2,0.0
12165,1991-09-10,1991,9,10,10.6,28.0,19.5,0.0
12166,1991-09-11,1991,9,11,11.0,30.2,20.6,0.0
12168,1991-09-13,1991,9,13,14.4,25.2,19.2,0.0
12170,1991-09-15,1991,9,15,2.7,15.7,9.3,0.0
12171,1991-09-16,1991,9,16,7.1,17.1,11.2,0.0
12172,1991-09-17,1991,9,17,6.6,22.6,13.4,0.0
12173,1991-09-18,1991,9,18,10.1,19.8,15.7,0.0
12174,1991-09-19,1991,9,19,6.2,27.1,16.1,0.0
12176,1991-09-21,1991,9,21,11.1,27.1,17.7,0.0
12177,1991-09-22,1991,9,22,9.8,20.4,15.0,0.0
12180,1991-09-25,1991,9,25,8.0,27.3,18.8,0.0
12181,1991-09-26,1991,9,26,10.6,28.5,19.9,0.0
12182,1991-09-27,1991,9,27,12.1,19.0,17.1,0.0
12183,1991-09-28,1991,9,28,5.2,17.5,12.3,0.0
12185,1991-09-30,1991,9,30,7.5,24.1,16.4,0.0
12187,1991-10-02,1991,10,2,7.1,21.1,14.7,0.0
12188,1991-10-03,1991,10,3,8.6,23.7,16.3,0.0
12189,1991-10-04,1991,10,4,9.6,17.7,14.2,0.0
12190,1991-10-05,1991,10,5,8.3,12.0,10.0,0.0
12191,1991-10-06,1991,10,6,4.3,15.3,9.4,2.0
12192,1991-10-07,1991,10,7,3.6,19.6,12.1,0.0
12193,1991-10-08,1991,10,8,4.6,24.3,14.6,0.0
12195,1991-10-10,1991,10,10,8.4,29.7,18.9,0.0
12196,1991-10-11,1991,10,11,10.7,33.7,23.1,0.0
12197,1991-10-12,1991,10,12,14.2,35.0,27.3,0.0
12199,1991-10-14,1991,10,14,10.6,22.4,16.3,0.0
12200,1991-10-15,1991,10,15,5.7,13.5,8.8,0.5
12201,1991-10-16,1991,10,16,5.3,15.7,9.2,2.0
12202,1991-10-17,1991,10,17,3.3,24.3,13.6,0.0
12203,1991-10-18,1991,10,18,6.4,28.5,17.3,0.0
12204,1991-10-19,1991,10,19,14.1,23.6,18.8,0.0
12205,1991-10-20,1991,10,20,11.5,29.5,20.3,0.0
12206,1991-10-21,1991,10,21,14.5,29.2,22.4,0.0
12207,1991-10-22,1991,10,22,13.4,24.1,18.7,0.0
12208,1991-10-23,1991,10,23,4.4,23.6,14.3,0.0
12210,1991-10-25,1991,10,25,9.6,28.7,19.9,0.0
12211,1991-10-26,1991,10,26,13.0,28.3,21.4,0.0
12212,1991-10-27,1991,10,27,19.1,28.6,24.3,0.0
12214,1991-10-29,1991,10,29,12.4,19.5,16.1,0.0
12215,1991-10-30,1991,10,30,12.8,20.2,14.7,2.0
12216,1991-10-31,1991,10,31,13.4,23.8,20.1,0.5
12217,1991-11-01,1991,11,1,13.8,29.6,20.1,0.0
12218,1991-11-02,1991,11,2,16.6,32.6,24.2,0.0
12219,1991-11-03,1991,11,3,19.3,28.4,22.1,0.5
12220,1991-11-04,1991,11,4,15.6,19.6,17.9,1.0
12221,1991-11-05,1991,11,5,13.6,19.2,16.8,0.0
12222,1991-11-06,1991,11,6,10.6,25.1,17.1,0.5
12223,1991-11-07,1991,11,7,14.5,28.7,21.3,1.0
12224,1991-11-08,1991,11,8,14.0,30.7,22.8,0.0
12225,1991-11-09,1991,11,9,17.2,27.4,23.7,0.0
12227,1991-11-11,1991,11,11,14.9,22.7,18.2,0.0
12228,1991-11-12,1991,11,12,12.2,23.7,19.8,0.0
12229,1991-11-13,1991,11,13,12.8,21.1,17.4,13.0
12230,1991-11-14,1991,11,14,10.5,26.0,18.6,0.0
12231,1991-11-15,1991,11,15,11.8,28.0,21.9,0.5
12232,1991-11-16,1991,11,16,15.2,29.1,22.8,0.0
12234,1991-11-18,1991,11,18,15.6,25.7,20.6,0.0
12237,1991-11-21,1991,11,21,19.9,34.0,27.9,0.0
12238,1991-11-22,1991,11,22,19.9,40.0,27.9,0.0
12240,1991-11-24,1991,11,24,12.3,24.6,19.1,0.0
12242,1991-11-26,1991,11,26,13.0,29.0,20.2,0.0
12243,1991-11-27,1991,11,27,15.9,33.4,24.3,0.0
12246,1991-11-30,1991,11,30,17.6,34.9,27.1,0.0
12247,1991-12-01,1991,12,1,12.3,29.5,24.8,0.0
12249,1991-12-03,1991,12,3,20.6,33.7,27.1,0.0
12250,1991-12-04,1991,12,4,21.5,32.7,27.6,0.0
12251,1991-12-05,1991,12,5,20.4,33.6,26.4,0.0
12252,1991-12-06,1991,12,6,18.1,30.7,26.0,0.0
12254,1991-12-08,1991,12,8,18.1,28.6,23.8,0.0
12255,1991-12-09,1991,12,9,15.0,25.3,21.1,1.0
12256,1991-12-10,1991,12,10,15.2,27.6,20.7,0.0
12257,1991-12-11,1991,12,11,10.0,22.0,15.6,0.0
12258,1991-12-12,1991,12,12,12.7,26.0,19.2,0.0
12259,1991-12-13,1991,12,13,12.5,30.9,21.6,0.0
12260,1991-12-14,1991,12,14,14.2,23.9,20.1,6.1
12261,1991-12-15,1991,12,15,14.0,30.9,22.0,0.0
12262,1991-12-16,1991,12,16,16.4,31.7,24.7,0.0
12265,1991-12-19,1991,12,19,19.0,34.1,26.6,0.0
12266,1991-12-20,1991,12,20,20.6,35.0,29.9,0.0
12267,1991-12-21,1991,12,21,20.0,30.5,25.6,0.0
12268,1991-12-22,1991,12,22,16.5,32.5,24.2,0.0
12271,1991-12-25,1991,12,25,15.9,23.0,20.1,0.0
12274,1991-12-28,1991,12,28,18.0,29.5,24.6,0.0
12276,1991-12-30,1991,12,30,16.1,25.3,21.1,4.1
12277,1991-12-31,1991,12,31,16.2,23.3,19.2,11.9
12278,1992-01-01,1992,1,1,13.1,23.7,17.9,0.0
12280,1992-01-03,1992,1,3,14.1,32.6,24.4,0.0
12281,1992-01-04,1992,1,4,18.9,36.2,27.4,0.0
12282,1992-01-05,1992,1,5,20.5,34.6,30.6,0.0
12283,1992-01-06,1992,1,6,21.1,27.9,25.1,7.9
12284,1992-01-07,1992,1,7,19.1,27.2,22.7,0.0
12286,1992-01-09,1992,1,9,19.6,25.5,23.1,0.0
12287,1992-01-10,1992,1,10,19.7,28.6,23.6,0.0
12289,1992-01-12,1992,1,12,17.8,29.1,21.7,6.1
12290,1992-01-13,1992,1,13,17.1,32.5,23.3,0.0
12296,1992-01-19,1992,1,19,19.8,35.6,27.8,0.0
12297,1992-01-20,1992,1,20,18.4,34.3,26.7,0.0
12299,1992-01-22,1992,1,22,19.5,36.4,28.2,0.0
12300,1992-01-23,1992,1,23,23.6,33.4,29.1,0.0
12301,1992-01-24,1992,1,24,18.8,31.8,25.7,87.9
12302,1992-01-25,1992,1,25,19.1,29.2,23.9,8.9
12303,1992-01-26,1992,1,26,21.8,31.1,25.8,0.0
12304,1992-01-27,1992,1,27,18.1,34.5,26.7,0.0
12305,1992-01-28,1992,1,28,20.7,36.0,28.8,0.0
12306,1992-01-29,1992,1,29,18.7,30.3,23.8,14.0
12307,1992-01-30,1992,1,30,20.2,30.8,25.1,0.0
12308,1992-01-31,1992,1,31,17.6,29.9,24.2,8.9
12309,1992-02-01,1992,2,1,15.8,27.8,24.2,0.0
12310,1992-02-02,1992,2,2,15.8,27.7,23.0,0.0
12312,1992-02-04,1992,2,4,19.5,27.5,24.3,0.0
12313,1992-02-05,1992,2,5,15.6,27.3,20.4,9.9
12314,1992-02-06,1992,2,6,17.7,33.5,25.6,0.0
12315,1992-02-07,1992,2,7,20.0,31.2,26.6,0.0
12316,1992-02-08,1992,2,8,17.3,30.0,24.3,0.0
12318,1992-02-10,1992,2,10,16.0,22.7,19.5,0.0
12320,1992-02-12,1992,2,12,17.4,21.9,19.9,0.0
12322,1992-02-14,1992,2,14,12.5,30.7,21.1,0.0
12323,1992-02-15,1992,2,15,17.0,33.5,24.7,0.0
12324,1992-02-16,1992,2,16,17.6,33.1,25.9,0.0
12325,1992-02-17,1992,2,17,19.4,34.5,27.3,0.0
12328,1992-02-20,1992,2,20,21.0,28.1,25.3,0.0
12329,1992-02-21,1992,2,21,12.3,22.6,18.6,0.0
12332,1992-02-24,1992,2,24,16.2,32.0,24.7,0.0
12335,1992-02-27,1992,2,27,14.7,27.3,23.3,0.0
12336,1992-02-28,1992,2,28,12.9,30.8,22.2,0.0
12337,1992-02-29,1992,2,29,15.5,32.2,23.4,0.0
12340,1992-03-03,1992,3,3,17.6,33.1,26.1,0.0
12341,1992-03-04,1992,3,4,19.0,34.2,26.5,0.0
12342,1992-03-05,1992,3,5,19.5,34.6,27.2,0.0
12343,1992-03-06,1992,3,6,19.7,35.3,28.1,0.0
12344,1992-03-07,1992,3,7,18.6,30.4,26.0,0.0
12345,1992-03-08,1992,3,8,20.5,34.8,27.4,0.0
12346,1992-03-09,1992,3,9,21.8,30.5,26.2,0.0
12347,1992-03-10,1992,3,10,18.9,29.2,24.9,0.0
12349,1992-03-12,1992,3,12,20.2,33.9,26.2,0.0
12350,1992-03-13,1992,3,13,17.1,31.2,24.9,0.0
12351,1992-03-14,1992,3,14,15.6,32.5,24.8,0.0
12352,1992-03-15,1992,3,15,18.3,29.4,23.4,0.5
12353,1992-03-16,1992,3,16,13.4,29.2,20.4,11.9
12354,1992-03-17,1992,3,17,17.3,28.8,23.2,0.0
12355,1992-03-18,1992,3,18,19.4,31.8,26.1,0.0
12356,1992-03-19,1992,3,19,18.5,31.0,25.2,0.0
12357,1992-03-20,1992,3,20,20.4,24.3,23.0,0.0
12358,1992-03-21,1992,3,21,13.6,27.5,21.1,0.0
12359,1992-03-22,1992,3,22,13.6,21.9,17.8,0.0
12360,1992-03-23,1992,3,23,8.7,23.5,16.2,0.0
12361,1992-03-24,1992,3,24,9.9,26.0,18.0,0.0
12362,1992-03-25,1992,3,25,12.1,25.0,18.8,0.0
12363,1992-03-26,1992,3,26,15.4,20.7,17.6,0.0
12364,1992-03-27,1992,3,27,11.1,21.7,16.4,11.9
12365,1992-03-28,1992,3,28,10.5,24.3,17.6,0.0
12366,1992-03-29,1992,3,29,10.2,27.0,19.0,0.0
12367,1992-03-30,1992,3,30,12.7,27.7,20.1,0.0
12368,1992-03-31,1992,3,31,13.6,26.9,20.8,0.0
12370,1992-04-02,1992,4,2,12.7,22.1,18.1,10.9
12371,1992-04-03,1992,4,3,11.3,25.1,18.9,0.0
12372,1992-04-04,1992,4,4,16.3,21.2,18.3,0.0
12373,1992-04-05,1992,4,5,13.0,24.5,18.4,0.0
12374,1992-04-06,1992,4,6,11.1,19.7,16.5,0.0
12375,1992-04-07,1992,4,7,5.5,23.3,14.8,0.0
12376,1992-04-08,1992,4,8,8.0,24.3,16.2,0.0
12377,1992-04-09,1992,4,9,8.9,24.1,16.0,0.0
12378,1992-04-10,1992,4,10,10.9,24.0,17.7,0.0
12379,1992-04-11,1992,4,11,12.8,22.6,17.9,0.0
12380,1992-04-12,1992,4,12,7.7,25.4,17.1,0.0
12381,1992-04-13,1992,4,13,9.5,27.4,18.1,0.0
12382,1992-04-14,1992,4,14,10.2,28.1,19.1,0.0
12383,1992-04-15,1992,4,15,10.0,26.9,18.7,0.0
12384,1992-04-16,1992,4,16,10.0,25.6,18.6,0.0
12385,1992-04-17,1992,4,17,14.1,23.5,18.8,0.0
12386,1992-04-18,1992,4,18,15.1,24.1,19.6,0.0
12387,1992-04-19,1992,4,19,10.6,21.1,16.5,0.0
12388,1992-04-20,1992,4,20,8.0,18.0,12.9,0.0
12389,1992-04-21,1992,4,21,4.5,21.2,12.4,0.0
12390,1992-04-22,1992,4,22,9.3,16.6,13.2,0.0
12391,1992-04-23,1992,4,23,4.8,20.6,12.8,0.0
12393,1992-04-25,1992,4,25,11.6,18.8,15.2,0.0
12394,1992-04-26,1992,4,26,9.8,18.3,14.6,0.0
12395,1992-04-27,1992,4,27,11.5,19.7,14.6,0.0
12396,1992-04-28,1992,4,28,6.9,26.7,15.7,0.0
12397,1992-04-29,1992,4,29,5.6,17.7,12.4,0.3
12398,1992-04-30,1992,4,30,3.1,14.2,8.1,5.1
12399,1992-05-01,1992,5,1,1.9,16.6,9.1,0.0
12402,1992-05-04,1992,5,4,4.5,16.9,11.4,0.0
12403,1992-05-05,1992,5,5,8.0,18.1,14.2,0.0
12404,1992-05-06,1992,5,6,9.4,15.6,13.2,0.0
12405,1992-05-07,1992,5,7,7.0,14.6,11.1,0.0
12406,1992-05-08,1992,5,8,9.1,14.1,11.6,0.0
12407,1992-05-09,1992,5,9,9.1,18.6,13.1,0.0
12408,1992-05-10,1992,5,10,9.8,14.5,12.8,0.0
12409,1992-05-11,1992,5,11,5.2,17.7,11.2,0.0
12410,1992-05-12,1992,5,12,2.2,19.8,11.1,0.0
12411,1992-05-13,1992,5,13,3.5,20.6,12.3,0.0
12412,1992-05-14,1992,5,14,5.0,19.5,11.7,0.0
12413,1992-05-15,1992,5,15,7.0,19.9,13.3,0.0
12414,1992-05-16,1992,5,16,6.5,21.4,13.5,0.0
12415,1992-05-17,1992,5,17,8.1,19.6,14.1,0.0
12416,1992-05-18,1992,5,18,9.1,14.0,11.2,0.0
12417,1992-05-19,1992,5,19,2.9,17.1,10.1,0.0
12418,1992-05-20,1992,5,20,2.3,17.6,9.4,0.0
12419,1992-05-21,1992,5,21,2.2,18.3,9.7,0.0
12420,1992-05-22,1992,5,22,4.9,11.7,9.3,0.0
12421,1992-05-23,1992,5,23,8.0,15.9,11.2,0.0
12422,1992-05-24,1992,5,24,5.2,18.6,10.8,0.0
12423,1992-05-25,1992,5,25,8.5,20.1,14.2,0.0
12424,1992-05-26,1992,5,26,7.3,15.5,10.2,0.0
12425,1992-05-27,1992,5,27,3.2,8.0,5.7,6.1
12426,1992-05-28,1992,5,28,-0.4,10.8,5.5,0.0
12427,1992-05-29,1992,5,29,0.1,10.9,5.3,0.0
12429,1992-05-31,1992,5,31,-0.1,16.7,7.6,0.0
12430,1992-06-01,1992,6,1,0.4,15.7,8.4,0.0
12431,1992-06-02,1992,6,2,1.8,18.0,10.3,0.0
12433,1992-06-04,1992,6,4,0.6,16.0,8.3,0.0
12434,1992-06-05,1992,6,5,4.2,14.6,9.8,0.0
12436,1992-06-07,1992,6,7,6.7,11.5,8.6,2.0
12437,1992-06-08,1992,6,8,3.6,10.6,6.9,0.0
12439,1992-06-10,1992,6,10,-1.5,16.8,6.9,0.0
12440,1992-06-11,1992,6,11,0.4,15.6,8.2,0.0
12441,1992-06-12,1992,6,12,0.4,15.7,7.7,0.0
12442,1992-06-13,1992,6,13,7.0,12.7,9.9,0.0
12443,1992-06-14,1992,6,14,9.0,18.1,12.5,0.0
12445,1992-06-16,1992,6,16,2.7,15.7,8.0,0.0
12446,1992-06-17,1992,6,17,5.6,17.9,12.0,0.0
12447,1992-06-18,1992,6,18,7.6,16.0,12.3,0.0
12448,1992-06-19,1992,6,19,6.6,15.8,11.8,0.0
12449,1992-06-20,1992,6,20,9.1,12.7,11.3,0.0
12450,1992-06-21,1992,6,21,4.4,15.5,9.6,0.0
12451,1992-06-22,1992,6,22,6.4,14.8,10.3,0.0
12452,1992-06-23,1992,6,23,3.9,13.1,8.5,0.0
12453,1992-06-24,1992,6,24,6.4,13.6,10.4,0.0
12455,1992-06-26,1992,6,26,3.6,12.2,7.4,0.0
12456,1992-06-27,1992,6,27,1.1,11.7,6.4,0.0
12457,1992-06-28,1992,6,28,-0.9,12.1,5.3,0.0
12458,1992-06-29,1992,6,29,1.0,11.7,6.7,0.0
12459,1992-06-30,1992,6,30,-2.0,12.4,4.9,0.0
12460,1992-07-01,1992,7,1,-0.5,11.3,5.4,0.0
12461,1992-07-02,1992,7,2,-0.8,12.600000000000001,5.9,0.0
12462,1992-07-03,1992,7,3,-2.1,13.299999999999999,5.6,0.0
12464,1992-07-05,1992,7,5,3.0,10.0,6.5,0.0
12465,1992-07-06,1992,7,6,-4.7,11.2,2.6,0.0
12466,1992-07-07,1992,7,7,-2.1,12.7,4.8,0.0
12467,1992-07-08,1992,7,8,-0.3,14.5,6.6,0.0
12468,1992-07-09,1992,7,9,0.4,15.1,7.4,0.0
